2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: Malware
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: KeySpy
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: virus-chan
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: steal-all-files
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: ransomware_malware
2025-12-22 10:51:33 | INFO | __main__ | Processing repository: python-malware3
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: malware-educational-purpose-
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: KMike
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: Python-Trojan
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: ransomware
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: Infinite-Folder-Virus
2025-12-22 10:51:33 | INFO | __main__ | Processing repository: PythonReverseShellBasic
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: simple-virus-python
2025-12-22 10:51:33 | INFO | __main__ | Processing repository: crypto-clipper
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: python-malware
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: iobdug_malware_py
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: WannaHappy
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: PythonMalware
2025-12-22 10:51:33 | INFO | __main__ | Skipping repository /home/lxy/lxy_codes/mal_update_detect/mal_update_dataset/multiple_commits/PyDoor with 401 useful commits
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: parvox
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: malware-01
2025-12-22 10:51:33 | INFO | __main__ | Processing repository: Malware1
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: NetWorm
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: virus.py
2025-12-22 10:51:33 | INFO | __main__ | Skipping repository /home/lxy/lxy_codes/mal_update_detect/mal_update_dataset/multiple_commits/Yakuza_Malwares_Arsenal with 74 useful commits
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: Python-ransomware
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: MirageLink-rat-gui
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: keylogger
2025-12-22 10:51:33 | INFO | __main__ | Processing repository: Wormy
2025-12-22 10:51:33 | INFO | __main__ | Processing repository: python-malware1
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: PythonVirusStiller
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: megaloptera
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: PythonMalDev
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: Backdoorcreator
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: Python-Rootkit
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: Basic-Keylogger
2025-12-22 10:51:33 | INFO | __main__ | Processing repository: Malware-Sandbox-Simulation-
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: Python_KeyLogger_Prototype
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: HackerDoomsday
2025-12-22 10:51:33 | INFO | __main__ | Skipping repository /home/lxy/lxy_codes/mal_update_detect/mal_update_dataset/multiple_commits/Python-Malware with 93 useful commits
2025-12-22 10:51:33 | INFO | __main__ | Skipping repository /home/lxy/lxy_codes/mal_update_detect/mal_update_dataset/multiple_commits/simple-worm with 181 useful commits
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: Chrome_pass_stealer
2025-12-22 10:51:33 | INFO | __main__ | Processing repository: shameleon
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: Hallucinate
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: PythonVirusExamples
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: winrar-SFX-0day-exploiter
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: virus
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: dojo6oct16
2025-12-22 10:51:33 | INFO | __main__ | Processing repository: Keylogger1
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: funny-virus
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: MakeMalware_EthicalHacking
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: EvilCrow
2025-12-22 10:51:33 | INFO | __main__ | Skipping repository /home/lxy/lxy_codes/mal_update_detect/mal_update_dataset/multiple_commits/pinkcord with 73 useful commits
2025-12-22 10:51:33 | INFO | __main__ | Skipping repository /home/lxy/lxy_codes/mal_update_detect/mal_update_dataset/multiple_commits/PySilon-malware with 449 useful commits
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: PizzaVirus
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: wanna-smile
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: Malicious-Debian-Package-Maker
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: ScaryMalware
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: TheWeirdVirus
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: Trojan
2025-12-22 10:51:33 | INFO | __main__ | Processing repository: BskyBot
2025-12-22 10:51:33 | INFO | __main__ | Skipping repository /home/lxy/lxy_codes/mal_update_detect/mal_update_dataset/multiple_commits/GonnaCry with 211 useful commits
2025-12-22 10:51:33 | INFO | __main__ | Skipping repository /home/lxy/lxy_codes/mal_update_detect/mal_update_dataset/multiple_commits/KRYPT0S-Ransomware_POC with 113 useful commits
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: telegram_stealer
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: Virus000
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: Spyware
2025-12-22 10:51:33 | INFO | __main__ | Processing repository: python-malware2
2025-12-22 10:51:33 | INFO | __main__ | Processing repository: beep
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: Python-RAT
2025-12-22 10:51:33 | INFO | __main__ | Processing repository: TWO_PART
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: raccoon_clipper
2025-12-22 10:51:33 | INFO | __main__ | Skipping repository /home/lxy/lxy_codes/mal_update_detect/mal_update_dataset/multiple_commits/exo with 417 useful commits
2025-12-22 10:51:33 | INFO | __main__ | Processing repository: PythonMalware_1
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: Python_Malware
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: Malware_Python
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: Keylogger
2025-12-22 10:51:33 | INFO | __main__ | Skipping repository /home/lxy/lxy_codes/mal_update_detect/mal_update_dataset/multiple_commits/Python-Backdoor with 176 useful commits
2025-12-22 10:51:33 | INFO | __main__ | Skipping already processed repository: linux-root-kit
